Date,low est,high est,item,itemURL,seller,hammer price
19 May 2019,"£3,752.00","£3,346.40",Yamazaki 1990 -  2008 The Cask of Yamazaki Sherry Butt,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/74013-yamazaki-1990-the-cask-of-yamazaki-sherry-butt-4901777188396.html"">Yamazaki 1990 -  2008 The Cask of Yamazaki Sherry Butt</a>",just-whisky.co.uk,"£3,350.00"
19 May 2019,"£2,240.00","£1,996.40",Yamazaki 18 Years Old - Mizunara 2017 Edition,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73948-yamazaki-18-years-old-mizunara-2017-edition.html"">Yamazaki 18 Years Old - Mizunara 2017 Edition</a>",just-whisky.co.uk,"£2,000.00"
19 May 2019,"£2,240.00","£1,996.40",Yamazaki 18 Years Old - Mizunara 2017 Edition,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73827-yamazaki-18-years-old-mizunara-2017-edition.html"">Yamazaki 18 Years Old - Mizunara 2017 Edition</a>",just-whisky.co.uk,"£2,000.00"
19 May 2019,£516.32,£429.74,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73866-yamazaki-18-years-old-suntory.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£461.00
19 May 2019,£516.32,£429.74,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73864-yamazaki-18-years-old-suntory-4901777126039.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£461.00
19 May 2019,£516.32,£429.74,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73868-yamazaki-18-years-old-suntory.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£461.00
19 May 2019,£516.32,£429.74,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73869-yamazaki-18-years-old-suntory.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£461.00
19 May 2019,£516.32,£429.74,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73865-yamazaki-18-years-old-suntory.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£461.00
19 May 2019,£515.77,£429.28,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73296-yamazaki-18-years-old-4901777126039.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£460.51
19 May 2019,£515.77,£429.28,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73307-yamazaki-18-years-old-4901777126039.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£460.51
19 May 2019,£515.77,£429.28,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73303-yamazaki-18-years-old-4901777126039.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£460.51
19 May 2019,£515.77,£429.28,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73300-yamazaki-18-years-old-4901777126039.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£460.51
19 May 2019,£504.00,£419.40,Yamazaki 18 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73867-yamazaki-18-years-old-suntory.html"">Yamazaki 18 Years Old - Suntory</a>",just-whisky.co.uk,£450.00
19 May 2019,£347.20,£287.80,Yamazaki Limited Edition 2015,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/72957-yamazaki-limited-edition-2015-4901777271401.html"">Yamazaki Limited Edition 2015</a>",just-whisky.co.uk,£310.00
19 May 2019,£313.60,£259.60,Yamazaki Limited Edition 2017,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/72569-yamazaki-limited-edition-2017-4901777303003.html"">Yamazaki Limited Edition 2017</a>",just-whisky.co.uk,£280.00
19 May 2019,£292.32,£241.74,Yamazaki Limited Edition 2017,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/72568-yamazaki-limited-edition-2017-4901777303003.html"">Yamazaki Limited Edition 2017</a>",just-whisky.co.uk,£261.00
19 May 2019,£125.44,£101.68,Yamazaki Decorative Cask End,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73271-yamazaki-decorative-cask-end.html"">Yamazaki Decorative Cask End</a>",just-whisky.co.uk,£112.00
19 May 2019,£113.12,£91.34,Yamazaki 12 Years Old - Suntory,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/74095-yamazaki-12-years-old-suntory-4901777020313.html"">Yamazaki 12 Years Old - Suntory</a>",just-whisky.co.uk,£101.00
19 May 2019,£112.00,£90.40,Yamazaki 12 Years Old,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73967-yamazaki-12-years-old-4901777020313.html"">Yamazaki 12 Years Old</a>",just-whisky.co.uk,£100.00
19 May 2019,£107.52,£86.64,Yamazaki Distiller's Reserve - Etched Glass Label,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73974-yamazaki-distiller-s-reserve-etched-glass-label-4901777233812.html"">Yamazaki Distiller's Reserve - Etched Glass Label</a>",just-whisky.co.uk,£96.00
19 May 2019,£106.40,£85.70,Yamazaki Distiller's Reserve - Etched Glass Label,"<a target=""_blank"" href=""https://www.just-whisky.co.uk/may-2019/73976-yamazaki-distiller-s-reserve-etched-glass-label-4901777233812.html"">Yamazaki Distiller's Reserve - Etched Glass Label</a>",just-whisky.co.uk,£95.00
14 May 2019,"£4,484.00","£3,340.40","Yamazaki 25 Year Old




70cl / 43%","<a target=""_blank"" href=""https://whisky.auction/auctions/lot/57811/yamazaki-25-year-old"">Yamazaki 25 Year Old




70cl / 43%</a>",whisky.auction,"£3,800.00"
14 May 2019,£507.40,£374.80,"Yamazaki 18 Year Old




70cl / 43%","<a target=""_blank"" href=""https://whisky.auction/auctions/lot/57634/yamazaki-18-year-old"">Yamazaki 18 Year Old




70cl / 43%</a>",whisky.auction,£430.00
14 May 2019,£389.40,£286.80,"Yamazaki Limited Edition 2016




70cl / 43%","<a target=""_blank"" href=""https://whisky.auction/auctions/lot/57644/yamazaki-limited-edition-2016"">Yamazaki Limited Edition 2016




70cl / 43%</a>",whisky.auction,£330.00
14 May 2019,£330.40,£242.80,"Yamazaki Limited Edition 2017




70cl / 43%","<a target=""_blank"" href=""https://whisky.auction/auctions/lot/57643/yamazaki-limited-edition-2017"">Yamazaki Limited Edition 2017




70cl / 43%</a>",whisky.auction,£280.00
14 May 2019,£153.40,£110.80,"Yamazaki 12 Year Old


Bottled 1980s - Malaysia Duty Free 

75cl / 43%","<a target=""_blank"" href=""https://whisky.auction/auctions/lot/57630/yamazaki-12-year-old"">Yamazaki 12 Year Old


Bottled 1980s - Malaysia Duty Free 

75cl / 43%</a>",whisky.auction,£130.00
14 May 2019,£129.80,£93.20,"Yamazaki 12 Year Old




70cl / 43%","<a target=""_blank"" href=""https://whisky.auction/auctions/lot/57636/yamazaki-12-year-old"">Yamazaki 12 Year Old




70cl / 43%</a>",whisky.auction,£110.00
14 May 2019,£123.90,£88.80,"Yamazaki 12 Year Old




70cl / 43%","<a target=""_blank"" href=""https://whisky.auction/auctions/lot/57637/yamazaki-12-year-old"">Yamazaki 12 Year Old




70cl / 43%</a>",whisky.auction,£105.00
14 May 2019,£112.10,£80.00,"Yamazaki 12 Year Old




70cl / 43%","<a target=""_blank"" href=""https://whisky.auction/auctions/lot/57642/yamazaki-12-year-old"">Yamazaki 12 Year Old




70cl / 43%</a>",whisky.auction,£95.00
14 May 2019,£112.10,£80.00,"Yamazaki 12 Year Old




70cl / 43%","<a target=""_blank"" href=""https://whisky.auction/auctions/lot/58079/yamazaki-12-year-old"">Yamazaki 12 Year Old




70cl / 43%</a>",whisky.auction,£95.00
6 May 2019,"£16,800.00","£14,096.40",Yamazaki 1984 Single Cask 34 Year Old #WE2005,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182878/yamazaki-1984-single-cask-34-year-old-we2005?s=5cd20c78b8af7"">Yamazaki 1984 Single Cask 34 Year Old #WE2005</a>",whiskyauctioneer.com,"£15,000.00"
6 May 2019,"£14,617.12","£12,264.34",Yamazaki 1979 Mizunara Butt #RF1037,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/136457/yamazaki-1979-mizunara-butt-rf1037?s=5cd20c78b8af7"">Yamazaki 1979 Mizunara Butt #RF1037</a>",whiskyauctioneer.com,"£13,051.00"
6 May 2019,"£7,840.00","£6,576.40",Yamazaki 1984 Suntory Vintage Malt,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182978/yamazaki-1984-suntory-vintage-malt?s=5cd20c78b8af7"">Yamazaki 1984 Suntory Vintage Malt</a>",whiskyauctioneer.com,"£7,000.00"
6 May 2019,"£6,833.12","£5,731.34",Yamazaki 25 Year Old / Bill Amberg Case,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/177304/yamazaki-25-year-old-bill-amberg-case?s=5cd20c75211c3"">Yamazaki 25 Year Old / Bill Amberg Case</a>",whiskyauctioneer.com,"£6,101.00"
6 May 2019,"£4,928.00","£4,132.40",Yamazaki 1986 Owner's Cask #6V1032 / Thanks Japan 20th Anniversary,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182981/yamazaki-1986-owners-cask-6v1032-thanks-japan-20th-anniversary?s=5cd20c75211c3"">Yamazaki 1986 Owner's Cask #6V1032 / Thanks Japan 20th Anniversary</a>",whiskyauctioneer.com,"£4,400.00"
6 May 2019,"£4,704.00","£3,944.40",Yamazaki 25 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/180876/yamazaki-25-year-old?s=5cd20c75211c3"">Yamazaki 25 Year Old</a>",whiskyauctioneer.com,"£4,200.00"
6 May 2019,"£4,704.00","£3,944.40",Yamazaki 25 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182300/yamazaki-25-year-old?s=5cd20c75211c3"">Yamazaki 25 Year Old</a>",whiskyauctioneer.com,"£4,200.00"
6 May 2019,"£2,688.00","£2,252.40",Yamazaki Sherry Cask 2009 / First Release,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182415/yamazaki-sherry-cask-2009-first-release?s=5cd20c6aed581"">Yamazaki Sherry Cask 2009 / First Release</a>",whiskyauctioneer.com,"£2,400.00"
6 May 2019,"£2,576.00","£2,158.40",Yamazaki 18 Year Old Mizunara Oak 2017 Edition 75cl / US Import,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/178243/yamazaki-18-year-old-mizunara-oak-2017-edition-75cl-us-import?s=5cd20c6aed581"">Yamazaki 18 Year Old Mizunara Oak 2017 Edition 75cl / US Import</a>",whiskyauctioneer.com,"£2,300.00"
6 May 2019,"£2,464.00","£2,064.40",Yamazaki 18 Year Old Mizunara Oak 2017 Edition,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179313/yamazaki-18-year-old-mizunara-oak-2017-edition?s=5cd20c6aed581"">Yamazaki 18 Year Old Mizunara Oak 2017 Edition</a>",whiskyauctioneer.com,"£2,200.00"
6 May 2019,"£2,240.00","£1,876.40",Yamazaki Sherry Cask 2016,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182894/yamazaki-sherry-cask-2016?s=5cd20c67b5b56"">Yamazaki Sherry Cask 2016</a>",whiskyauctioneer.com,"£2,000.00"
6 May 2019,"£2,156.00","£1,805.90",Yamazaki Sherry Cask 2009 / First Release,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182846/yamazaki-sherry-cask-2009-first-release?s=5cd20c67b5b56"">Yamazaki Sherry Cask 2009 / First Release</a>",whiskyauctioneer.com,"£1,925.00"
6 May 2019,"£2,128.00","£1,782.40",Yamazaki 1989 Owner's Cask #9W70427 / Futakatas 3,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/174951/yamazaki-1989-owners-cask-9w70427-futakatas-3?s=5cd20c67b5b56"">Yamazaki 1989 Owner's Cask #9W70427 / Futakatas 3</a>",whiskyauctioneer.com,"£1,900.00"
6 May 2019,"£1,680.00","£1,406.40",Yamazaki 18 Year Old 3 x 70cl,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179507/yamazaki-18-year-old-3-x-70cl?s=5cd20c603d5c7"">Yamazaki 18 Year Old 3 x 70cl</a>",whiskyauctioneer.com,"£1,500.00"
6 May 2019,"£1,680.00","£1,406.40",Yamazaki 18 Year Old 3 x 70cl,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179512/yamazaki-18-year-old-3-x-70cl?s=5cd20c603d5c7"">Yamazaki 18 Year Old 3 x 70cl</a>",whiskyauctioneer.com,"£1,500.00"
6 May 2019,"£1,680.00","£1,406.40",Yamazaki 18 Year Old 3 x 70cl,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179509/yamazaki-18-year-old-3-x-70cl?s=5cd20c603d5c7"">Yamazaki 18 Year Old 3 x 70cl</a>",whiskyauctioneer.com,"£1,500.00"
6 May 2019,"£1,442.56","£1,207.12","Yamazaki Essence of Suntory Selection 3 x 50cl / Sherry, Montilla, & Spanish Casks","<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/181548/yamazaki-essence-suntory-selection-3-x-50cl-sherry-montilla-spanish-casks?s=5cd20c5935c14"">Yamazaki Essence of Suntory Selection 3 x 50cl / Sherry, Montilla, &amp; Spanish Casks</a>",whiskyauctioneer.com,"£1,288.00"
6 May 2019,"£1,438.08","£1,203.36","Yamazaki Essence of Suntory Selection 3 x 50cl / Sherry, Montilla, & Spanish Casks","<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/181549/yamazaki-essence-suntory-selection-3-x-50cl-sherry-montilla-spanish-casks?s=5cd20c5935c14"">Yamazaki Essence of Suntory Selection 3 x 50cl / Sherry, Montilla, &amp; Spanish Casks</a>",whiskyauctioneer.com,"£1,284.00"
6 May 2019,"£1,120.00",£936.40,"Essence of Suntory Selection 3 x 50cl / Yamazaki, Hakushu, & Chita","<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/181545/essence-suntory-selection-3-x-50cl-yamazaki-hakushu-chita?s=5cd20c527b7ed"">Essence of Suntory Selection 3 x 50cl / Yamazaki, Hakushu, &amp; Chita</a>",whiskyauctioneer.com,"£1,000.00"
6 May 2019,"£1,103.20",£922.30,Yamazaki Heavily Peated 2013,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/169115/yamazaki-heavily-peated-2013?s=5cd20c527b7ed"">Yamazaki Heavily Peated 2013</a>",whiskyauctioneer.com,£985.00
6 May 2019,£817.60,£682.60,Yamazaki 18 Year Old Limited Edition,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/177769/yamazaki-18-year-old-limited-edition?s=5cd20c4376d5f"">Yamazaki 18 Year Old Limited Edition</a>",whiskyauctioneer.com,£730.00
6 May 2019,£784.00,£654.40,Yamazaki 12 Year Old 6 x 70cl / Case,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182504/yamazaki-12-year-old-6-x-70cl-case?s=5cd20c401228f"">Yamazaki 12 Year Old 6 x 70cl / Case</a>",whiskyauctioneer.com,£700.00
6 May 2019,£700.00,£583.90,Yamazaki 18 Year Old Limited Edition,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/168772/yamazaki-18-year-old-limited-edition?s=5cd20c3c6fbe4"">Yamazaki 18 Year Old Limited Edition</a>",whiskyauctioneer.com,£625.00
6 May 2019,£672.00,£560.40,Yamazaki 12 Year Old 6 x 70cl,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182193/yamazaki-12-year-old-6-x-70cl?s=5cd20c390ca6a"">Yamazaki 12 Year Old 6 x 70cl</a>",whiskyauctioneer.com,£600.00
6 May 2019,£560.00,£466.40,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182575/yamazaki-18-year-old?s=5cd20c2e87cf5"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£500.00
6 May 2019,£516.32,£429.74,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/180744/yamazaki-18-year-old?s=5cd20c2a59da7"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£461.00
6 May 2019,£516.32,£429.74,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/168770/yamazaki-18-year-old?s=5cd20c2a59da7"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£461.00
6 May 2019,£516.32,£429.74,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179469/yamazaki-18-year-old?s=5cd20c2a59da7"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£461.00
6 May 2019,£516.32,£429.74,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179451/yamazaki-18-year-old?s=5cd20c2a59da7"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£461.00
6 May 2019,£516.32,£429.74,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/168774/yamazaki-18-year-old?s=5cd20c2a59da7"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£461.00
6 May 2019,£509.60,£424.10,Yamazaki Limited Edition 2014,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/178731/yamazaki-limited-edition-2014?s=5cd20c25afbde"">Yamazaki Limited Edition 2014</a>",whiskyauctioneer.com,£455.00
6 May 2019,£507.36,£422.22,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/180944/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£453.00
6 May 2019,£507.36,£422.22,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182097/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£453.00
6 May 2019,£507.36,£422.22,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182893/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£453.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/180404/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/168773/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/177277/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182889/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182892/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179421/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182865/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182096/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179399/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179873/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/180745/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/150725/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182890/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£505.12,£420.34,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/180405/yamazaki-18-year-old?s=5cd20c25afbde"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£451.00
6 May 2019,£504.00,£419.40,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182891/yamazaki-18-year-old?s=5cd20c22328df"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£450.00
6 May 2019,£504.00,£419.40,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/168015/yamazaki-18-year-old?s=5cd20c22328df"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£450.00
6 May 2019,£504.00,£419.40,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182901/yamazaki-18-year-old?s=5cd20c22328df"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£450.00
6 May 2019,£504.00,£419.40,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/180747/yamazaki-18-year-old?s=5cd20c22328df"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£450.00
6 May 2019,£496.16,£412.82,Yamazaki 18 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179402/yamazaki-18-year-old?s=5cd20c22328df"">Yamazaki 18 Year Old</a>",whiskyauctioneer.com,£443.00
6 May 2019,£481.60,£400.60,Yamazaki Suntory Very Rare Old 6 x 76cl / Wooden Case,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/181555/yamazaki-suntory-very-rare-old-6-x-76cl-wooden-case?s=5cd20c1ee7ccf"">Yamazaki Suntory Very Rare Old 6 x 76cl / Wooden Case</a>",whiskyauctioneer.com,£430.00
6 May 2019,£403.20,£334.80,Yamazaki Limited Edition 2015,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/178730/yamazaki-limited-edition-2015?s=5cd20c1298cba"">Yamazaki Limited Edition 2015</a>",whiskyauctioneer.com,£360.00
6 May 2019,£403.20,£334.80,Yamazaki Limited Edition 2015,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/183005/yamazaki-limited-edition-2015?s=5cd20c1298cba"">Yamazaki Limited Edition 2015</a>",whiskyauctioneer.com,£360.00
6 May 2019,£393.12,£326.34,Yamazaki Limited Edition 2015,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/181315/yamazaki-limited-edition-2015?s=5cd20c1298cba"">Yamazaki Limited Edition 2015</a>",whiskyauctioneer.com,£351.00
6 May 2019,£392.00,£325.40,Yamazaki Limited Edition 2015,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/183003/yamazaki-limited-edition-2015?s=5cd20c0ed5afb"">Yamazaki Limited Edition 2015</a>",whiskyauctioneer.com,£350.00
6 May 2019,£375.20,£311.30,Yamazaki Limited Edition 2015,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179840/yamazaki-limited-edition-2015?s=5cd20c0ed5afb"">Yamazaki Limited Edition 2015</a>",whiskyauctioneer.com,£335.00
6 May 2019,£347.20,£287.80,Yamazaki 10 Year Old,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/179756/yamazaki-10-year-old?s=5cd20c04549f6"">Yamazaki 10 Year Old</a>",whiskyauctioneer.com,£310.00
6 May 2019,£336.00,£278.40,Yamazaki Limited Edition 2015,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182512/yamazaki-limited-edition-2015?s=5cd20c00dfb69"">Yamazaki Limited Edition 2015</a>",whiskyauctioneer.com,£300.00
6 May 2019,£330.40,£273.70,Yamazaki Limited Edition 2017,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182090/yamazaki-limited-edition-2017?s=5cd20c00dfb69"">Yamazaki Limited Edition 2017</a>",whiskyauctioneer.com,£295.00
6 May 2019,£324.80,£269.00,Yamazaki Limited Edition 2016,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/178732/yamazaki-limited-edition-2016?s=5cd20bfb6f675"">Yamazaki Limited Edition 2016</a>",whiskyauctioneer.com,£290.00
6 May 2019,£320.32,£265.24,Yamazaki Limited Edition 2017,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/181180/yamazaki-limited-edition-2017?s=5cd20bfb6f675"">Yamazaki Limited Edition 2017</a>",whiskyauctioneer.com,£286.00
6 May 2019,£319.20,£264.30,Yamazaki Limited Edition 2017,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/181191/yamazaki-limited-edition-2017?s=5cd20bfb6f675"">Yamazaki Limited Edition 2017</a>",whiskyauctioneer.com,£285.00
6 May 2019,£314.72,£260.54,Yamazaki Limited Edition 2017,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/180125/yamazaki-limited-edition-2017?s=5cd20bfb6f675"">Yamazaki Limited Edition 2017</a>",whiskyauctioneer.com,£281.00
6 May 2019,£313.60,£259.60,Yamazaki Limited Edition 2017,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/180122/yamazaki-limited-edition-2017?s=5cd20bf75c181"">Yamazaki Limited Edition 2017</a>",whiskyauctioneer.com,£280.00
6 May 2019,£308.00,£254.90,Yamazaki Limited Edition 2017,"<a target=""_blank"" href=""https://www.whiskyauctioneer.com/lot/182089/yamazaki-limited-edition-2017?s=5cd20bf75c181"">Yamazaki Limited Edition 2017</a>",whiskyauctioneer.com,£275.00
